areasymbol	musym	muname	MUKEY	dom_cond_order	dom_cond_pct_order	dom_cond_suborder	dom_cond_pct_suborder
WI001	Ad	Adrian muck	422917	Histosols	100	Saprists	100
WI001	AlA	"Algansee loamy sand, 0 to 3 percent slopes"	422918	Entisols	100	Psamments	100
WI001	An	"Aquents, sandy"	422919	Entisols	100	Aquents	100
WI001	Au	Au Gres loamy sand	422920	Spodosols	100	Aquods	100
WI001	BlA	"Billett sandy loam, 0 to 3 percent slopes"	422921	Alfisols	100	Udalfs	100
WI001	BnB	"Boone sand, 2 to 6 percent slopes"	422922	Entisols	100	Psamments	100
WI001	BnC	"Boone sand, 6 to 12 percent slopes"	422923	Entisols	100	Psamments	100
WI001	BnD	"Boone sand, 12 to 25 percent slopes"	422924	Entisols	100	Psamments	100
WI001	BpF	"Boone-Rock outcrop complex, 25 to 45 percent slopes"	422925	Entisols	60	Psamments	60
WI001	BrA	"Brems loamy sand, 0 to 3 percent slopes"	422926	Entisols	100	Psamments	100
WI001	BsA	"Brems-Newson loamy sands, 0 to 3 percent slopes"	422927	Entisols	100	Psamments	55
WI001	BtB	"Briggsville silt loam, 2 to 6 percent slopes"	422928	Alfisols	100	Udalfs	100
WI001	CoB	"Coloma sand, 2 to 6 percent slopes"	422929	Entisols	100	Psamments	100
WI001	CoC	"Coloma sand, 6 to 12 percent slopes"	422930	Entisols	100	Psamments	100
WI001	CoD	"Coloma sand, 12 to 25 percent slopes"	422931	Entisols	100	Psamments	100
WI001	DeA	"Delton sand, 0 to 2 percent slopes"	422932	Alfisols	100	Udalfs	100
WI001	DeB	"Delton sand, 2 to 6 percent slopes"	422933	Alfisols	100	Udalfs	100
WI001	DeC	"Delton sand, 6 to 15 percent slopes"	422934	Alfisols	100	Udalfs	100
WI001	DsA	"Delton sand, sandy substratum, 0 to 3 percent slopes"	422935	Alfisols	100	Udalfs	100
WI001	EvB	"Elkmound loamy sand, 2 to 6 percent slopes"	422936	Inceptisols	100	Ochrepts	100
WI001	Fv	Fisk loamy sand	422937	Inceptisols	100	Ochrepts	100
WI001	GaB	"Gale silt loam, 2 to 6 percent slopes"	422938	Alfisols	100	Udalfs	100
WI001	GaC2	"Gale silt loam, 6 to 12 percent slopes, eroded"	422939	Alfisols	100	Udalfs	100
WI001	GrB	"Grays silt loam, 2 to 6 percent slopes"	422940	Alfisols	100	Udalfs	100
WI001	GrC	"Grays silt loam, 6 to 12 percent slopes"	422941	Alfisols	100	Udalfs	100
WI001	Hm	Houghton muck	422942	Histosols	100	Saprists	100
WI001	KnB	"Kewaunee silt loam, 2 to 6 percent slopes"	422943	Alfisols	97	Udalfs	97
WI001	KnC	"Kewaunee silt loam, 6 to 12 percent slopes"	422944	Alfisols	100	Udalfs	100
WI001	KnD2	"Kewaunee silt loam, 12 to 20 percent slopes, eroded"	422945	Alfisols	100	Udalfs	100
WI001	KsA	"Kibbie silt loam, 0 to 3 percent slopes"	422946	Alfisols	100	Udalfs	100
WI001	LDF	Landfill	1400490		100		100
WI001	Le	Leola loamy sand	422947	Alfisols	100	Udalfs	100
WI001	M-W	Miscellaneous water	1400491		100		100
WI001	MbA	"Manawa silt loam, 0 to 3 percent slopes"	422948	Alfisols	93	Udalfs	93
WI001	MoA	"Meehan loamy sand, 0 to 3 percent slopes"	422949	Entisols	100	Psamments	100
WI001	Ne	Newson loamy sand	422950	Entisols	100	Aquents	100
WI001	OkB	"Okee loamy sand, 2 to 6 percent slopes"	422951	Alfisols	100	Udalfs	100
WI001	OkC	"Okee loamy sand, 6 to 12 percent slopes"	422952	Alfisols	100	Udalfs	100
WI001	OkD	"Okee loamy sand, 12 to 25 percent slopes"	422953	Alfisols	100	Udalfs	100
WI001	Pa	"Palms muck, 0 to 2 percent slopes"	422954	Histosols	87	Saprists	87
WI001	Pd	Pits	422955		100		100
WI001	PfA	"Plainfield sand, 0 to 2 percent slopes"	422956	Entisols	98	Psamments	98
WI001	PfAT	"Plainfield sand, till plain, 0 to 2 percent slopes"	2856646	Entisols	85	Psamments	85
WI001	PfB	"Plainfield sand, 2 to 6 percent slopes"	422957	Entisols	98	Psamments	98
WI001	PfBT	"Plainfield sand, till plain, 2 to 6 percent slopes"	2861387	Entisols	85	Psamments	85
WI001	PfC	"Plainfield sand, 6 to 12  percent slopes"	422958	Entisols	98	Psamments	98
WI001	PfCT	"Plainfield sand, till plain, 6 to 12 percent slopes"	2861389	Entisols	90	Psamments	90
WI001	PfD	"Plainfield sand, 12 to 35 percent slopes"	422959	Entisols	96	Psamments	96
WI001	PfDT	"Plainfield sand, till plain, 12 to 30 percent slopes"	2861391	Entisols	90	Psamments	90
WI001	Ps	"Poygan silty clay loam, 0 to 2 percent slopes, drained"	422960	Mollisols	85	Aquolls	85
WI001	Pw	"Psammaquents, nearly level"	1400492	Entisols	100	Aquents	100
WI001	QUA	Quarry	1400493		100		100
WI001	RfA	"Richford loamy sand, 0 to 2 percent slopes"	422961	Alfisols	100	Udalfs	100
WI001	RfB	"Richford loamy sand, 2 to 6 percent slopes"	422962	Alfisols	100	Udalfs	100
WI001	RfC	"Richford loamy sand, 6 to 12 percent slopes"	422963	Alfisols	100	Udalfs	100
WI001	SoB	"Sisson fine sandy loam, 2 to 6 percent slopes"	422964	Alfisols	100	Udalfs	100
WI001	SpA	"Sparta loamy sand, 0 to 3 percent slopes"	422965	Mollisols	100	Udolls	100
WI001	TeA	"Tell silt loam, 0 to 3 percent slopes"	422966	Alfisols	100	Udalfs	100
WI001	UoE	"Udorthents, earthen dam"	1400494	Entisols	100	Orthents	100
WI001	W	Water	422967		100		100
WI001	Wa	Wautoma loamy sand	422968	Entisols	100	Aquents	100
WI001	WeA	"Wyeville loamy sand, 0 to 3 percent slopes"	422969	Alfisols	100	Udalfs	100
WI001	WyB	"Wyocena loamy sand, 2 to 6 percent slopes"	422970	Alfisols	100	Udalfs	100
WI001	WyC	"Wyocena loamy sand, 6 to 12 percent slopes"	422971	Alfisols	100	Udalfs	100
WI001	WyD	"Wyocena loamy sand, 12 to 25 percent slopes"	422972	Alfisols	100	Udalfs	100
WI003	1204B	"Denomie-Gichigami complex, 2 to 6 percent slopes"	1444677	Alfisols	90	Udalfs	90
WI003	1280B	"Sanborg-Odanah complex, 2 to 6 percent slopes"	1444521	Alfisols	90	Udalfs	90
WI003	1385B	"Cublake-Keweenaw, stony complex, 0 to 6 percent slopes"	1711685	Spodosols	80	Orthods	80
WI003	1451B	"Gogebic, very stony-Annalake complex, 0 to 6 percent slopes"	1444523	Spodosols	85	Orthods	85
WI003	1451C	"Gogebic, very stony-Annalake complex, 6 to 15 percent slopes"	1444524	Spodosols	90	Orthods	90
WI003	1633B	"Shanagolden-Peeksville-Cable complex, 0 to 6 percent slopes, very stony"	1607345	Spodosols	75	Orthods	40
WI003	1633C	"Shanagolden-Peeksville-Cable complex, 0 to 15 percent slopes, very stony"	1702823	Spodosols	65	Orthods	40
WI003	182B	"Padus sandy loam, 0 to 6 percent slopes"	1444373	Spodosols	98	Orthods	98
WI003	182C	"Padus sandy loam, 6 to 15 percent slopes"	1444374	Spodosols	83	Orthods	83
WI003	182D	"Padus sandy loam, 15 to 30 percent slopes"	1444375	Spodosols	82	Orthods	82
WI003	192A	"Worcester sandy loam, 0 to 3 percent slopes"	1444376	Spodosols	80	Aquods	80
WI003	193A	"Minocqua muck, 0 to 2 percent slopes"	1444377	Inceptisols	83	Aquepts	83
WI003	2015	Pits	1444530		100		100
WI003	2030	"Udorthents and Udipsamments, cut or fill"	1444531	Entisols	50	Psamments	50
WI003	203B	"Wakefield fine sandy loam, 1 to 6 percent slopes, stony"	1444378	Spodosols	85	Orthods	85
WI003	203C	"Wakefield fine sandy loam, 6 to 18 percent slopes, stony"	1444379	Spodosols	85	Orthods	85
WI003	204C	"Denomie silt loam, 6 to 15 percent slopes"	1444567	Alfisols	85	Udalfs	85
WI003	204D	"Denomie silt loam, 15 to 30 percent slopes"	1444568	Alfisols	90	Udalfs	90
WI003	204F	"Denomie silt loam, 30 to 60 percent slopes"	1444569	Alfisols	90	Udalfs	90
WI003	2050	Landfill	1703612		100		100
WI003	215B	"Pence sandy loam, 0 to 6 percent slopes"	1444383	Spodosols	80	Orthods	80
WI003	215C	"Pence sandy loam, 6 to 15 percent slopes"	1444384	Spodosols	85	Orthods	85
WI003	215D	"Pence sandy loam, 15 to 30 percent slopes"	1444385	Spodosols	85	Orthods	85
WI003	217B	"Karlin loamy fine sand, 0 to 6 percent slopes"	1444386	Spodosols	80	Orthods	80
WI003	217C	"Karlin loamy fine sand, 6 to 15 percent slopes"	1444387	Spodosols	80	Orthods	80
WI003	226A	"Allendale loamy fine sand, 0 to 3 percent slopes"	1444388	Spodosols	80	Aquods	80
WI003	242B	"Fence silt loam, lake terrace, 0 to 6 percent slopes"	1444389	Spodosols	85	Orthods	85
WI003	242C	"Fence silt loam, lake terrace, 6 to 15 percent slopes"	1444390	Spodosols	85	Orthods	85
WI003	280C	"Odanah silt loam, 6 to 15 percent slopes"	1444395	Alfisols	90	Udalfs	90
WI003	280D	"Odanah silt loam, 15 to 25 percent slopes"	1444396	Alfisols	93	Udalfs	93
WI003	280F	"Odanah silt loam, 25 to 60 percent slopes"	1444397	Alfisols	95	Udalfs	95
WI003	3114A	"Saprists, Aquents, and Aquepts, 0 to 1 percent slopes, ponded and flooded"	1444566	Histosols	55	Saprists	55
WI003	317D	"Alcona fine sandy loam, lake terrace, 15 to 30 percent slopes"	1444401	Spodosols	87	Orthods	87
WI003	319A	"Tonkey sandy loam, 0 to 2 percent slopes"	1444402	Inceptisols	90	Aquepts	90
WI003	3243A	"Spear silt loam, lake terrace, 0 to 3 percent slopes"	1700371	Alfisols	85	Udalfs	85
WI003	3276A	"Au Gres loamy sand, 0 to 3 percent slopes"	1444535	Spodosols	85	Aquods	85
WI003	339B	"Rousseau loamy fine sand, 0 to 6 percent slopes"	1444403	Spodosols	85	Orthods	85
WI003	339C	"Rousseau loamy fine sand, 6 to 15 percent slopes"	1444404	Spodosols	90	Orthods	90
WI003	339D	"Rousseau loamy fine sand, 15 to 30 percent slopes"	1444405	Spodosols	90	Orthods	90
WI003	3403A	"Loxley, Beseman, and Dawson soils, 0 to 1 percent slopes"	1700372	Histosols	98	Saprists	98
WI003	3423A	"Rifle peat, 0 to 1 percent slopes"	1700373	Histosols	90	Hemists	90
WI003	3454B	"Odanah-Cornucopia complex, 2 to 6 percent slopes"	1702604	Alfisols	80	Udalfs	80
WI003	3512D	"Menominee loamy sand, 15 to 30 percent slopes"	1702605	Spodosols	85	Orthods	85
WI003	3608B	"Deerton-Brownstone complex, 0 to 6 percent slopes, very stony"	1702606	Spodosols	90	Orthods	90
WI003	3608C	"Deerton-Brownstone complex, 6 to 15 percent slopes, very stony"	1702607	Spodosols	90	Orthods	90
WI003	3609C	"Abbaye loamy sand, 6 to 15 percent slopes"	1702608	Spodosols	90	Orthods	90
WI003	375A	"Robago fine sandy loam, lake terrace, 0 to 3 percent slopes"	1444409	Spodosols	85	Aquods	85
WI003	376B	"Tula fine sandy loam, 1 to 6 percent slopes, stony"	1444410	Spodosols	80	Aquods	80
WI003	3826B	"Allendale-Wakeley-Kinross complex, 0 to 6 percent slopes"	1700374	Spodosols	55	Aquods	55
WI003	384B	"Springstead sandy loam, 1 to 6 percent slopes, stony"	1444411	Spodosols	88	Orthods	88
WI003	388B	"Pelkie, occasionally flooded-Dechamps, frequently flooded complex, 0 to 4 percent slopes"	1444413	Entisols	80	Psamments	50
WI003	405A	"Lupton, Cathro, and Tawas soils, 0 to 1 percent slopes"	1444414	Histosols	95	Saprists	95
WI003	408A	"Lupton and Cathro soils, 0 to 1 percent slopes"	1542698	Histosols	85	Saprists	85
WI003	414A	"Loxley and Beseman soils, 0 to 1 percent slopes"	1542699	Histosols	85	Saprists	85
WI003	444B	"Gichigami-Oronto complex, 0 to 6 percent slopes"	1444573	Alfisols	85	Udalfs	60
WI003	445A	"Kinross muck, 0 to 2 percent slopes"	1444420	Spodosols	80	Aquods	80
WI003	461A	"Bowstring muck, 0 to 1 percent slopes, frequently flooded"	1444421	Histosols	85	Saprists	85
WI003	475C	"Rubicon-Sayner complex, 6 to 15 percent slopes"	1703613	Spodosols	90	Orthods	90
WI003	479A	"Lerch-Herbster complex, 0 to 3 percent slopes"	1444425	Inceptisols	50	Aquepts	50
WI003	480B	"Portwing-Herbster complex, 0 to 6 percent slopes"	1444426	Alfisols	80	Udalfs	50
WI003	481C	"Cornucopia silt loam, 6 to 15 percent slopes"	1444427	Alfisols	80	Udalfs	80
WI003	481E	"Cornucopia silt loam, 15 to 45 percent slopes"	1444428	Alfisols	80	Udalfs	80
WI003	500B	"Croswell sand, 0 to 6 percent slopes"	1444431	Spodosols	82	Orthods	82
WI003	509B	"Gogebic fine sandy loam, 1 to 6 percent slopes, very stony"	1444432	Spodosols	85	Orthods	85
WI003	5140A	"Dawson, Greenwood, and Loxley soils, 0 to 1 percent slopes"	1702827	Histosols	95	Saprists	60
WI003	5141A	"Lupton-Pleine-Cathro complex, 0 to 1 percent slopes"	1702828	Histosols	75	Saprists	75
WI003	5146C	"Amasa-Karlin complex, esker, 2 to 18 percent slopes"	1702829	Spodosols	100	Orthods	100
WI003	514B	"Iosco loamy sand, 0 to 4 percent slopes"	1444435	Spodosols	85	Aquods	85
WI003	515A	"Manitowish sandy loam, 0 to 3 percent slopes"	1444436	Spodosols	80	Orthods	80
WI003	5170A	"Minocqua-Pleine-Cathro complex, 0 to 2 percent slopes"	1702850	Inceptisols	80	Aquepts	80
WI003	5171B	"Tula-Wormet-Gogebic complex, 0 to 6 percent slopes, very stony"	1702851	Spodosols	75	Aquods	75
WI003	5172B	"Gogebic, very stony-Pence, very stony-Cathro complex, 0 to 6 percent slopes"	1702852	Spodosols	80	Orthods	80
WI003	5172C	"Gogebic, very stony-Pence, very stony-Cathro complex, 0 to 18 percent slopes"	1702853	Spodosols	80	Orthods	80
WI003	5172D	"Gogebic, very stony-Pence, very stony-Cathro complex, 0 to 35 percent slopes"	1702854	Spodosols	80	Orthods	80
WI003	5173D	"Gogebic-Pence complex, 18 to 35 percent slopes, very stony"	1702855	Spodosols	100	Orthods	100
WI003	517B	"Annalake fine sandy loam, lake terrace, 2 to 6 percent slopes"	1444437	Spodosols	85	Orthods	85
WI003	517C	"Annalake fine sandy loam, lake terrace, 6 to 15 percent slopes"	1444438	Spodosols	80	Orthods	80
WI003	520A	"Annriver silt loam, 0 to 2 percent slopes"	1542701	Alfisols	85	Aqualfs	85
WI003	526A	"Flink sand, 0 to 3 percent slopes"	1444440	Spodosols	80	Aquods	80
WI003	527B	"Padwood sandy loam, 0 to 6 percent slopes"	1542702	Spodosols	90	Orthods	90
WI003	5351B	"Gogebic silt loam, 2 to 6 percent slopes, very stony, rocky"	1702856	Spodosols	99	Orthods	95
WI003	5351C	"Gogebic silt loam, 6 to 18 percent slopes, very stony, rocky"	1702857	Spodosols	99	Orthods	95
WI003	5351D	"Gogebic silt loam, 18 to 35 percent slopes, very stony, rocky"	1702858	Spodosols	99	Orthods	95
WI003	5353B	"Tula-Gogebic complex, 0 to 6 percent slopes, stony"	1702860	Spodosols	85	Aquods	45
WI003	5354B	"Gogebic fine sandy loam, 1 to 6 percent slopes, very stony, rocky"	1702862	Spodosols	99	Orthods	94
WI003	5369D	"Dishno-Gogebic-Peshekee-Rock outcrop complex, 18 to 35 percent slopes, very stony"	1702869	Spodosols	84	Orthods	80
WI003	5369E	"Michigamme-Schweitzer-Peshekee-Rock outcrop complex, 35 to 55 percent slopes, very stony"	1702870	Spodosols	84	Orthods	84
WI003	5369F	"Michigamme-Schweitzer-Peshekee-Rock outcrop complex, 55 to 75 percent slopes, very stony"	1702871	Spodosols	84	Orthods	80
WI003	5373A	"Cathro muck, drainageway, 0 to 1 percent slopes"	1702872	Histosols	90	Saprists	90
WI003	5374A	"Bowstring-Arnheim complex, 0 to 1 percent slopes, frequently flooded"	1702873	Histosols	60	Saprists	60
WI003	538B	"Butternut silt loam, 1 to 6 percent slopes, very stony"	1444580	Spodosols	80	Orthods	80
WI003	538C	"Butternut silt loam, 6 to 15 percent slopes, very stony"	1702820	Spodosols	85	Orthods	85
WI003	538D	"Butternut silt loam, 15 to 30 percent slopes, very stony"	1444583	Spodosols	90	Orthods	90
WI003	5425A	"Foxpaw-Gay, stony complex, 0 to 2 percent slopes"	1703711	Spodosols	55	Aquods	55
WI003	548A	"Pickford-Badriver complex, 0 to 3 percent slopes"	1444441	Inceptisols	50	Aquepts	50
WI003	549A	"Pickford-Oronto complex, 0 to 3 percent slopes"	1444584	Inceptisols	60	Aquepts	60
WI003	5504A	"Moquah-Arnheim complex, 0 to 3 percent slopes, frequently flooded"	1711697	Entisols	85	Fluvents	55
WI003	5519B	"Pence-Gogebic complex, 2 to 6 percent slopes, stony"	1702874	Spodosols	85	Orthods	85
WI003	5519C	"Pence-Gogebic complex, 6 to 18 percent slopes, stony"	1702876	Spodosols	85	Orthods	85
WI003	5519D	"Pence-Gogebic complex, 18 to 35 percent slopes, stony"	1702878	Spodosols	85	Orthods	85
WI003	5543B	"Chabeneau-Annalake complex, 0 to 6 percent slopes"	1702880	Spodosols	100	Orthods	90
WI003	555A	"Fordum silt loam, 0 to 2 percent slopes, frequently flooded"	1444442	Entisols	93	Aquents	85
WI003	560A	"Worwood sandy loam, 0 to 3 percent slopes"	1542704	Spodosols	88	Aquods	88
WI003	5684C	"Amasa cobbly fine sandy loam, 6 to 18 percent slopes"	1702883	Spodosols	95	Orthods	95
WI003	5689B	"Chabeneau-Channing-Gogebic complex, 0 to 6 percent slopes, stony"	1702884	Spodosols	90	Orthods	60
WI003	571C	"Pelissier gravelly sandy loam, 6 to 15 percent slopes"	1601897	Spodosols	80	Orthods	80
WI003	571E	"Pelissier gravelly sandy loam, 15 to 45 percent slopes"	1444443	Spodosols	80	Orthods	80
WI003	580B	"Sanborg-Badriver complex, 0 to 6 percent slopes"	1444449	Alfisols	80	Udalfs	50
WI003	582D	"Padus-Pence-Keweenaw complex, 15 to 30 percent slopes, stony"	1703709	Spodosols	85	Orthods	85
WI003	591A	"Croswell-Chinwhisker complex, 0 to 3 percent slopes"	1444453	Spodosols	85	Orthods	85
WI003	594B	"Vilas-Lindquist complex, 0 to 6 percent slopes"	1444454	Spodosols	85	Orthods	85
WI003	594C	"Vilas-Lindquist complex, 6 to 15 percent slopes"	1444455	Spodosols	95	Orthods	95
WI003	594D	"Vilas-Lindquist complex, 15 to 30 percent slopes"	1444456	Spodosols	95	Orthods	95
WI003	597A	"Meehan sand, beaches, 0 to 2 percent slopes"	1444585	Entisols	90	Psamments	90
WI003	598A	"Wurtsmith sand, beaches, 0 to 3 percent slopes"	1444586	Entisols	90	Psamments	90
WI003	599C	"Grayling sand, beaches, 2 to 12 percent slopes"	1444587	Entisols	95	Psamments	95
WI003	5A	"Arnheim mucky silt loam, 0 to 1 percent slopes, frequently flooded"	1444357	Entisols	85	Aquents	85
WI003	603B	"Redrim very cobbly sand, 0 to 6 percent slopes, very stony"	1444457	Spodosols	85	Orthods	85
WI003	610B	"Zeba sandy loam, 0 to 6 percent slopes, very stony"	1444459	Spodosols	90	Aquods	90
WI003	611B	"Abbaye-Lapoin complex, 0 to 6 percent slopes"	1444460	Spodosols	95	Orthods	95
WI003	614B	"Abbaye-Zeba complex, 0 to 6 percent slopes, very stony"	1444461	Spodosols	95	Orthods	55
WI003	638B	"Torch silt loam, 0 to 4 percent slopes, very stony"	1444592	Spodosols	75	Aquods	75
WI003	639A	"Neconish loamy fine sand, 0 to 3 percent slopes"	1444463	Spodosols	80	Orthods	80
WI003	644B	"Shanagolden fine sandy loam, 2 to 6 percent slopes, very stony"	1444464	Spodosols	85	Orthods	85
WI003	644C	"Shanagolden fine sandy loam, 6 to 15 percent slopes, very stony"	1444465	Spodosols	90	Orthods	90
WI003	644D	"Shanagolden fine sandy loam, 15 to 30 percent slopes, very stony"	1702818	Spodosols	90	Orthods	90
WI003	670B	"Keweenaw-Pence complex, 0 to 6 percent slopes, stony"	1444467	Spodosols	85	Orthods	85
WI003	670C	"Keweenaw-Pence complex, 6 to 15 percent slopes, stony"	1444468	Spodosols	80	Orthods	80
WI003	670E	"Keweenaw-Pence complex, 15 to 45 percent slopes, stony"	1444469	Spodosols	80	Orthods	80
WI003	674B	"Sultz sand, 0 to 6 percent slopes"	1444470	Spodosols	85	Orthods	85
WI003	674C	"Sultz sand, 6 to 15 percent slopes"	1444471	Spodosols	90	Orthods	90
WI003	674E	"Sultz sand, 15 to 45 percent slopes"	1444473	Spodosols	90	Orthods	90
WI003	675A	"Robago fine sandy loam, 0 to 3 percent slopes"	1444474	Spodosols	90	Aquods	90
WI003	683A	"Tipler sandy loam, 0 to 3 percent slopes"	1444476	Spodosols	90	Orthods	90
WI003	69B	"Keweenaw-Sayner-Vilas complex, 2 to 6 percent slopes, stony"	1611077	Spodosols	95	Orthods	95
WI003	69C	"Keweenaw-Sayner-Vilas complex, 6 to 15 percent slopes, stony"	1611078	Spodosols	90	Orthods	90
WI003	69E	"Keweenaw-Sayner-Vilas complex, 15 to 45 percent slopes, stony"	1611079	Spodosols	90	Orthods	90
WI003	6A	"Moquah fine sandy loam, 0 to 3 percent slopes, frequently flooded"	1444358	Entisols	85	Fluvents	85
WI003	701A	"Whisklake silt loam, 0 to 3 percent slopes"	1542705	Spodosols	80	Aquods	80
WI003	705B	"Cublake-Croswell-Ashwabay complex, 0 to 6 percent slopes"	1444477	Spodosols	55	Orthods	55
WI003	705C	"Cublake-Croswell-Ashwabay complex, 6 to 15 percent slopes"	1444478	Spodosols	55	Orthods	55
WI003	712B	"Morganlake loamy sand, 0 to 6 percent slopes"	1444479	Spodosols	85	Orthods	85
WI003	712C	"Morganlake loamy sand, 6 to 15 percent slopes"	1444480	Spodosols	85	Orthods	85
WI003	713B	"Kellogg-Allendale-Ashwabay complex, 2 to 6 percent slopes"	1444481	Spodosols	80	Orthods	55
WI003	713C	"Kellogg-Allendale-Ashwabay complex, 0 to 15 percent slopes"	1444482	Spodosols	85	Orthods	60
WI003	730B	"Glidden silt loam, 0 to 6 percent slopes, stony"	1542707	Spodosols	90	Orthods	90
WI003	730C	"Glidden silt loam, 6 to 15 percent slopes, stony"	1542709	Spodosols	92	Orthods	92
WI003	730D	"Glidden silt loam, 15 to 30 percent slopes, stony"	1542710	Spodosols	95	Orthods	95
WI003	738A	"Cable silt loam, 0 to 2 percent slopes, very stony"	1444598	Inceptisols	70	Aquepts	70
WI003	744B	"Peeksville fine sandy loam, 0 to 4 percent slopes, very stony"	1444485	Spodosols	90	Aquods	90
WI003	74B	"Vilas loamy sand, 0 to 6 percent slopes"	1444363	Spodosols	90	Orthods	90
WI003	74C	"Vilas loamy sand, 6 to 15 percent slopes"	1444364	Spodosols	95	Orthods	95
WI003	753B	"Sedgwick-Munuscong complex, 0 to 6 percent slopes"	1444486	Spodosols	50	Aquods	50
WI003	755A	"Moppet, occasionally flooded-Fordum, frequently flooded complex, 0 to 3 percent slopes"	1542713	Inceptisols	45	Udepts	45
WI003	756B	"Superior-Sedgwick complex, 0 to 6 percent slopes"	1444487	Spodosols	80	Orthods	50
WI003	756C	"Superior-Sedgwick complex, 6 to 15 percent slopes"	1444488	Spodosols	80	Orthods	50
WI003	770B	"Shanagolden-Pence complex, 2 to 6 percent slopes, stony"	1611074	Spodosols	85	Orthods	85
WI003	770C	"Shanagolden-Pence complex, 6 to 15 percent slopes, stony"	1611075	Spodosols	85	Orthods	85
WI003	770D	"Shanagolden-Pence complex, 15 to 30 percent slopes, stony"	1611076	Spodosols	85	Orthods	85
WI003	7C	"Beaches, 2 to 12 percent slopes"	1444359		100		100
WI003	805E	"Sultz-Ashwabay-Rubicon complex, 15 to 45 percent slopes"	1444489	Spodosols	80	Orthods	80
WI003	809C	"Gogebic-Metonga-Rock outcrop complex, 6 to 18 percent slopes, very stony"	1444490	Spodosols	70	Orthods	70
WI003	809D	"Gogebic-Metonga-Rock outcrop complex, 10 to 35 percent slopes, very stony"	1444491	Spodosols	70	Orthods	70
WI003	813E	"Manistee-Kellogg-Ashwabay complex, 15 to 45 percent slopes"	1444492	Spodosols	90	Orthods	90
WI003	815A	"Wormet sandy loam, 0 to 3 percent slopes"	1444493	Spodosols	80	Aquods	80
WI003	830A	"Spiderlake silt loam, 0 to 3 percent slopes, stony"	1444495	Spodosols	85	Orthods	85
WI003	834B	"Butternut-Spiderlake complex, 1 to 6 percent slopes, stony"	1542714	Spodosols	85	Orthods	85
WI003	835C	"Butternut-Glidden complex, 6 to 15 percent slopes, stony"	1542715	Spodosols	90	Orthods	90
WI003	835D	"Butternut-Glidden complex, 15 to 30 percent slopes, stony"	1542716	Spodosols	90	Orthods	90
WI003	852C	"Pence-Padus complex, 6 to 15 percent slopes, stony"	1601899	Spodosols	90	Orthods	90
WI003	852D	"Pence-Padus complex, 15 to 30 percent slopes, stony"	1601898	Spodosols	90	Orthods	90
WI003	874B	"Keweenaw, stony-Rubicon complex, 0 to 6 percent slopes"	1444506	Spodosols	90	Orthods	90
WI003	874C	"Keweenaw, stony-Rubicon complex, 6 to 15 percent slopes"	1444507	Spodosols	90	Orthods	90
WI003	9012B	"Sayner-Lindquist complex, 0 to 6 percent slopes"	1444551	Spodosols	80	Orthods	80
WI003	9012C	"Sayner-Lindquist complex, 6 to 15 percent slopes"	1444552	Spodosols	80	Orthods	80
WI003	9012D	"Sayner-Lindquist complex, 15 to 30 percent slopes"	1444553	Spodosols	80	Orthods	80
WI003	9013A	"Tipler-Manitowish complex, 0 to 3 percent slopes"	1444554	Spodosols	75	Orthods	75
WI003	9050A	"Fordum, Totagatic, and Bowstring soils, 0 to 1 percent slopes, frequently flooded"	1444557	Entisols	40	Aquents	40
WI003	9051A	"Minocqua, Cable, and Pleine soils, 0 to 2 percent slopes, very stony"	1444558	Inceptisols	90	Aquepts	90
WI003	905A	"Cublake loamy sand, 0 to 3 percent slopes"	1601900	Spodosols	80	Orthods	80
WI003	9113B	"Padus-Karlin complex, 0 to 6 percent slopes"	1444560	Spodosols	85	Orthods	85
WI003	9113C	"Padus-Karlin complex, 6 to 15 percent slopes"	1444561	Spodosols	80	Orthods	80
WI003	9113D	"Padus-Karlin complex, 15 to 30 percent slopes"	1444562	Spodosols	80	Orthods	80
WI003	9155A	"Haplosaprists, Peats and Mucks, 0 to 1 percent slopes"	1444563	Histosols	60	Saprists	60
WI003	917B	"Annalake fine sandy loam, 2 to 6 percent slopes"	1444513	Spodosols	90	Orthods	90
WI003	917C	"Annalake fine sandy loam, 6 to 15 percent slopes"	1444514	Spodosols	87	Orthods	87
WI003	925C	"Rock outcrop-Ishpeming complex, 0 to 15 percent slopes"	1611073		60		60
WI003	92F	"Udorthents, ravines and escarpments, 25 to 60 percent slopes"	1444367	Entisols	85	Orthents	85
WI003	974B	"Sayner-Pence-Vilas complex, 0 to 6 percent slopes"	1444517	Spodosols	95	Orthods	95
WI003	974C	"Sayner-Pence-Vilas complex, 6 to 15 percent slopes"	1444518	Spodosols	95	Orthods	95
WI003	974D	"Sayner-Pence-Vilas complex, 15 to 30 percent slopes"	1444519	Spodosols	100	Orthods	100
WI003	M-W	Miscellaneous water	1444564		100		100
WI003	W	Water	1444565		100		100
WI005	Ad	"Adolph silt loam, 0 to 2 percent slopes"	431262	Mollisols	100	Aquolls	100
WI005	AfA	"Aftad fine sandy loam, 0 to 3 percent slopes"	431264	Alfisols	100	Udalfs	100
WI005	AhA	"Almena silt loam, 0 to 3 percent slopes"	431265	Alfisols	95	Udalfs	95
WI005	AlD	"Amery sandy loam, 12 to 25 percent slopes"	431267	Alfisols	100	Udalfs	100
