areasymbol	musym	muname	MUKEY	dom_cond_order	dom_cond_pct_order	dom_cond_suborder	dom_cond_pct_suborder
WI123	133C2	"Valton silt loam, 6 to 12 percent slopes, moderately eroded"	2498277	Alfisols	100	Udalfs	100
WI123	133D2	"Valton silt loam, 12 to 20 percent slopes, moderately eroded"	2498282	Alfisols	95	Udalfs	95
WI123	134B2	"Lamoille silt loam, 2 to 6 percent slopes, moderately eroded"	2504335	Alfisols	100	Udalfs	100
WI123	134C2	"Lamoille silt loam, 6 to 12 percent slopes, moderately eroded"	2503799	Alfisols	100	Udalfs	100
WI123	134D2	"Lamoille silt loam, 12 to 20 percent slopes, moderately eroded"	2504337	Alfisols	100	Udalfs	100
WI123	137B	"Mickle silt loam, 2 to 6 percent slopes"	2503832	Mollisols	95	Udolls	95
WI123	137C	"Mickle silt loam, 6 to 12 percent slopes"	2504339	Mollisols	95	Udolls	95
WI123	140B	"Reedsburg silt loam, 1 to 6 percent slopes, deep"	2504340	Alfisols	100	Udalfs	100
WI123	144B2	"NewGlarus silt loam, 2 to 6 percent slopes, moderately eroded"	2503837	Alfisols	98	Udalfs	98
WI123	144C2	"NewGlarus silt loam, 6 to 12 percent slopes, moderately eroded"	2503842	Alfisols	98	Udalfs	98
WI123	144D2	"NewGlarus silt loam, 12 to 20 percent slopes, moderately eroded"	2503847	Alfisols	98	Udalfs	98
WI123	1.44E+04	"NewGlarus silt loam, 20 to 30 percent slopes, moderately eroded"	2503851	Alfisols	97	Udalfs	97
WI123	161C2	"Fivepoints silt loam, 6 to 12 percent slopes, moderately eroded"	2503859	Alfisols	100	Udalfs	100
WI123	161D2	"Fivepoints silt loam, 12 to 20 percent slopes, moderately eroded"	2503923	Alfisols	98	Udalfs	98
WI123	161E	"Fivepoints silt loam, 20 to 30 percent slopes"	2503926	Alfisols	96	Udalfs	96
WI123	1.63E+04	"Elbaville silt loam, 20 to 30 percent slopes, moderately eroded"	2498383	Alfisols	100	Udalfs	100
WI123	1648A	"Northbend-Ettrick silt loams, 0 to 3 percent slopes, frequently flooded"	2504292	Inceptisols	60	Udepts	60
WI123	164D	"Elizabeth flaggy silt loam, 12 to 20 percent slopes"	2503928	Mollisols	90	Udolls	90
WI123	164E	"Elizabeth flaggy silt loam, 20 to 30 percent slopes"	2503930	Mollisols	90	Udolls	90
WI123	1658A	"Algansee-Kalmarville complex, 0 to 3 percent slopes, frequently flooded"	2498209	Entisols	88	Psamments	58
WI123	1743F	"Council-Elevasil-Norden complex, 30 to 60 percent slopes"	2501378	Alfisols	93	Udalfs	93
WI123	2002	"Udorthents, earthen dams"	2518698	Entisols	100	Orthents	100
WI123	2013	"Pits, gravel"	2501386		100		100
WI123	2014	"Pits, quarry, hard bedrock"	2504298		100		100
WI123	2016	"Pits, quarry, soft bedrock"	2505883		100		100
WI123	201E	"Boone fine sand, 12 to 30 percent slopes"	2503932	Entisols	95	Psamments	95
WI123	202D2	"Lambeau silt loam, 12 to 20 percent slopes, moderately eroded"	2498290	Alfisols	100	Udalfs	100
WI123	2030	"Udorthents and Udipsamments, cut or fill"	2499166	Entisols	50	Psamments	50
WI123	2050	Landfill	2501415		100		100
WI123	20A	"Palms and Houghton mucks, 0 to 1 percent slopes"	2498216	Histosols	89	Saprists	89
WI123	213C2	"Hixton silt loam, 6 to 12 percent slopes, moderately eroded"	2498294	Alfisols	100	Udalfs	100
WI123	213D2	"Hixton silt loam, 12 to 20 percent slopes, moderately eroded"	2498298	Alfisols	98	Udalfs	98
WI123	2.13E+04	"Hixton silt loam, 20 to 30 percent slopes, moderately eroded"	2498302	Alfisols	100	Udalfs	100
WI123	214B2	"Gale silt loam, 2 to 6 percent slopes, moderately eroded"	2503934	Alfisols	100	Udalfs	100
WI123	214C2	"Gale silt loam, 6 to 12 percent slopes, moderately eroded"	2503936	Alfisols	100	Udalfs	100
WI123	214D2	"Gale silt loam, 12 to 20 percent slopes, moderately eroded"	2503938	Alfisols	100	Udalfs	100
WI123	2.14E+04	"Gale silt loam, 20 to 30 percent slopes, moderately eroded"	2503940	Alfisols	95	Udalfs	95
WI123	21A	"Palms muck, 0 to 1 percent slopes, frequently flooded"	2504321	Histosols	90	Saprists	90
WI123	224C2	"Elevasil sandy loam, 6 to 12 percent slopes, moderately eroded"	2498152	Alfisols	95	Udalfs	95
WI123	224D2	"Elevasil sandy loam, 12 to 20 percent slopes, moderately eroded"	2498200	Alfisols	94	Udalfs	94
WI123	2.24E+04	"Elevasil sandy loam, 20 to 30 percent slopes, moderately eroded"	2503944	Alfisols	90	Udalfs	90
WI123	231D	"Elevasil sandy loam, 12 to 20 percent slopes, very stony"	2503947	Alfisols	93	Udalfs	93
WI123	234C2	"Basco silt loam, 6 to 12 percent slopes, moderately eroded"	2503982	Alfisols	98	Udalfs	98
WI123	234D2	"Basco silt loam, 12 to 20 percent slopes, moderately eroded"	2503985	Alfisols	98	Udalfs	98
WI123	235F	"Keyesville sandy loam, 20 to 65 percent slopes"	2503988	Inceptisols	90	Udepts	90
WI123	253B2	"Greenridge silt loam, 1 to 4 percent slopes, moderately eroded"	2498313	Alfisols	100	Udalfs	100
WI123	253C2	"Greenridge silt loam, 4 to 12 percent slopes, moderately eroded"	2498317	Alfisols	100	Udalfs	100
WI123	253D2	"Greenridge silt loam, 12 to 20 percent slopes, moderately eroded"	2498320	Alfisols	100	Udalfs	100
WI123	254B2	"Norden silt loam, 2 to 6 percent slopes, moderately eroded"	2498323	Alfisols	98	Udalfs	98
WI123	254C2	"Norden silt loam, 6 to 12 percent slopes, moderately eroded"	2498332	Alfisols	98	Udalfs	98
WI123	254D2	"Norden silt loam, 12 to 20 percent slopes, moderately eroded"	2505882	Alfisols	94	Udalfs	94
WI123	2.54E+04	"Norden silt loam, 20 to 30 percent slopes, moderately eroded"	2498376	Alfisols	92	Udalfs	92
WI123	254F	"Norden silt loam, 30 to 45 percent slopes"	2498378	Alfisols	96	Udalfs	96
WI123	255D2	"Urne fine sandy loam, 12 to 20 percent slopes, moderately eroded"	2498396	Inceptisols	97	Udepts	97
WI123	2.55E+04	"Urne fine sandy loam, 20 to 30 percent slopes, moderately eroded"	2498405	Inceptisols	96	Udepts	96
WI123	255F	"Urne fine sandy loam, 30 to 45 percent slopes"	2498412	Inceptisols	93	Udepts	93
WI123	260B2	"Mt. Carroll silt loam, 2 to 6 percent slopes, chert substratum, moderately eroded"	2505841	Alfisols	100	Udalfs	100
WI123	260C2	"Mt. Carroll silt loam, chert substratum, 6 to 12 percent slopes, moderately eroded"	2421201	Alfisols	100	Udalfs	100
WI123	261B2	"Port Byron silt loam, chert substratum, 2 to 6 percent slopes, moderately eroded"	2421202	Mollisols	95	Udolls	95
WI123	264C2	"Rockbridge silt loam, 6 to 12 percent slopes, moderately eroded"	2505844	Alfisols	98	Udalfs	98
WI123	264D2	"Rockbridge silt loam, 12 to 20 percent slopes, moderately eroded"	2505846	Alfisols	97	Udalfs	97
WI123	270A	"Port Byron silt loam, 0 to 2 percent slopes"	2421216	Mollisols	100	Udolls	100
WI123	312A	"Festina silt loam, 0 to 3 percent slopes"	2503998	Alfisols	100	Udalfs	100
WI123	312B2	"Festina silt loam, 2 to 6 percent slopes, moderately eroded"	2504002	Alfisols	100	Udalfs	100
WI123	313D2	"Plumcreek silt loam, 12 to 20 percent slopes,moderately  eroded"	2505852	Alfisols	95	Udalfs	95
WI123	313F	"Plumcreek silt loam, 20 to 45 percent slopes"	2504007	Alfisols	100	Udalfs	100
WI123	316B2	"Ella silt loam, 1 to 6 percent slopes, moderately eroded"	2504011	Alfisols	95	Udalfs	95
WI123	316C2	"Ella silt loam, 6 to 12 percent slopes, moderately eroded"	2505856	Alfisols	98	Udalfs	98
WI123	318A	"Bearpen silt loam, 0 to 3 percent slopes, rarely flooded"	2498521	Mollisols	94	Udolls	94
WI123	326B2	"Medary silt loam, 1 to 6 percent slopes, moderately eroded"	2504016	Alfisols	98	Udalfs	98
WI123	326F	"Medary silt loam, 15 to 45 percent slopes"	2504019	Alfisols	100	Udalfs	100
WI123	336A	"Toddville silt loam, 0 to 3 percent slopes"	2498528	Mollisols	93	Udolls	93
WI123	336B	"Toddville silt loam, 2 to 6 percent slopes"	2504021	Mollisols	95	Udolls	95
WI123	343B	"Worthen cherty silt loam, 2 to 6 percent slopes, occasionally flooded"	2504023	Mollisols	94	Udolls	94
WI123	343C	"Worthen cherty silt loam, 6 to 12 percent slopes, occasionally flooded"	2504025	Mollisols	85	Udolls	85
WI123	403A	"Dakota silt loam, 0 to 3 percent slopes"	2504031	Mollisols	100	Udolls	100
WI123	413A	"Rasset sandy loam, 0 to 3 percent slopes"	2504037	Mollisols	96	Udolls	96
WI123	413B	"Rasset sandy loam, 2 to 6 percent slopes"	2505859	Mollisols	98	Udolls	98
WI123	423B2	"Meridian silt loam, 2 to 6 percent slopes, moderately eroded"	2504051	Alfisols	97	Udalfs	97
WI123	423C2	"Meridian silt loam, 6 to 12 percent slopes, moderately eroded"	2504054	Alfisols	97	Udalfs	97
WI123	424B	"Merit silt loam, 1 to 6 percent slopes"	2498539	Alfisols	100	Udalfs	100
WI123	424C2	"Merit silt loam, 6 to 12 percent slopes, moderately eroded"	2504056	Alfisols	100	Udalfs	100
WI123	424F	"Merit silt loam, 20 to 45 percent slopes"	2504061	Alfisols	100	Udalfs	100
WI123	433C2	"Forkhorn sandy loam, 6 to 12 percent slopes, moderately eroded"	2504044	Alfisols	95	Udalfs	95
WI123	434B	"Bilson sandy loam, 1 to 6 percent slopes"	2498941	Alfisols	96	Udalfs	96
WI123	434C2	"Bilson sandy loam, 6 to 12 percent slopes, moderately eroded"	2504065	Alfisols	92	Udalfs	92
WI123	501A	"Finchford loamy sand, 0 to 3 percent slopes"	2498963	Mollisols	97	Udolls	97
WI123	501B	"Finchford loamy sand, 2 to 6 percent slopes"	2505862	Mollisols	94	Udolls	94
WI123	502B2	"Chelsea fine sand, 2 to 6 percent slopes, moderately eroded"	2504136	Entisols	95	Psamments	95
WI123	502C2	"Chelsea fine sand, 6 to 15 percent slopes, moderately eroded"	2504142	Entisols	97	Psamments	97
WI123	506A	"Komro loamy sand, 0 to 3 percent slopes"	2498970	Mollisols	100	Udolls	100
WI123	508A	"Farrington loamy sand, 0 to 3 percent slopes"	2505867	Mollisols	97	Udolls	97
WI123	511C	"Plainfield sand, 6 to 15 percent slopes"	2498981	Entisols	100	Psamments	100
WI123	511F	"Plainfield sand, 15 to 60 percent slopes"	2498988	Entisols	100	Psamments	100
WI123	561F	"Tarr sand, 15 to 60 percent slopes"	2499001	Entisols	95	Psamments	95
WI123	562B	"Gosil loamy sand, 1 to 6 percent slopes"	2499004	Entisols	97	Psamments	97
WI123	562C	"Gosil loamy sand, 6 to 12 percent slopes"	2499007	Entisols	97	Psamments	97
WI123	572B2	"Windward loamy fine sand, 2 to 6 percent slopes, moderately eroded"	2504148	Entisols	95	Psamments	95
WI123	572C2	"Windward loamy fine sand, 6 to 12 percent slopes, moderately eroded"	2504151	Entisols	95	Psamments	95
WI123	572D	"Windward loamy fine sand, 12 to 30 percent slopes"	2504153	Entisols	95	Psamments	95
WI123	601C	"Beavercreek cobbly fine sandy loam, 3 to 12 percent slopes, occasionally flooded"	2504158	Entisols	98	Fluvents	98
WI123	606A	"Huntsville silt loam, 0 to 3 percent slopes, occasionally flooded"	2504281	Mollisols	100	Udolls	100
WI123	616B	"Chaseburg silt loam, 1 to 4 percent slopes, occasionally flooded"	2504302	Entisols	98	Fluvents	98
WI123	622B	"Worthen silt loam, 2 to 6 percent slopes, occasionally flooded"	2482432	Mollisols	100	Udolls	100
WI123	626A	"Arenzville silt loam, 0 to 3 percent slopes, occasionally flooded"	2499025	Entisols	95	Fluvents	95
WI123	628A	"Orion silt loam, 0 to 3 percent slopes, occasionally flooded"	2499033	Entisols	96	Fluvents	96
WI123	629A	"Ettrick silt loam, 0 to 2 percent slopes, frequently flooded"	2499040	Mollisols	92	Aquolls	92
WI123	656A	"Scotah loamy fine sand, 0 to 3 percent slopes, occasionally flooded"	2499052	Entisols	99	Psamments	96
WI123	676A	"Kickapoo fine sandy loam, 0 to 3 percent slopes, occasionally flooded"	2505870	Entisols	100	Fluvents	92
WI123	739A	"Root loam, 0 to 2 percent slopes, frequently flooded"	2505872	Entisols	100	Aquents	95
WI123	743C2	"Council fine sandy loam, 6 to 12 percent slopes, moderately eroded"	2505875	Alfisols	97	Udalfs	97
WI123	743D2	"Council fine sandy loam, 12 to 20 percent slopes, moderately eroded"	2505878	Alfisols	96	Udalfs	96
WI123	7.43E+04	"Council fine sandy loam, 20 to 30 percent slopes, moderately eroded"	2505881	Alfisols	100	Udalfs	100
WI123	CP	Coal piles	2499174		100		100
WI123	M-W	Miscellaneous water	2504308		100		100
WI123	W	Water	2504315		100		100
WI125	Au	"Au Gres sand, 0 to 2 percent slopes"	421228	Spodosols	95	Aquods	95
WI125	CaA	"Cable silt loam, 0 to 3 percent slopes"	421229	Inceptisols	100	Aquepts	100
WI125	ChB	"Champion silt loam, 1 to 6 percent slopes"	421230	Spodosols	100	Orthods	100
WI125	ChC	"Champion silt loam, 6 to 20 percent slopes"	421231	Spodosols	100	Orthods	100
WI125	CrA	"Croswell sand, 0 to 3 percent slopes"	421232	Spodosols	100	Orthods	100
WI125	CsA	"Croswell sand, loamy substratum, 0 to 3 percent slopes"	421233	Spodosols	100	Orthods	100
WI125	FeB	"Fence-Alcona complex, 0 to 6 percent slopes"	421234	Spodosols	100	Orthods	100
WI125	FeC	"Fence-Alcona complex, 6 to 15 percent slopes"	421235	Spodosols	50	Orthods	50
WI125	Fh	"Fluvaquents, sandy, nearly level"	421236		100		100
WI125	Ga	"Gaastra silt loam, 0 to 2 percent slopes"	421237	Spodosols	98	Aquods	98
WI125	GoB	"Gogebic-Fence-Pence complex, 0 to 6 percent slopes"	421238	Spodosols	75	Orthods	75
WI125	GoC	"Gogebic-Fence-Pence complex, 3 to 15 percent slopes"	421239	Spodosols	90	Orthods	90
WI125	GpD	"Gogebic-Pence complex, 15 to 30 percent slopes"	421240	Spodosols	90	Orthods	90
WI125	Hp	"Histosols, ponded"	421241		100		100
WI125	KaB	"Karlin loamy fine sand, 0 to 6 percent slopes"	421242	Spodosols	100	Orthods	100
WI125	KaC	"Karlin loamy fine sand, 6 to 15 percent slopes"	421243	Spodosols	100	Orthods	100
WI125	KbB	"Keweenaw sandy loam, 0 to 6 percent slopes"	421244	Spodosols	100	Orthods	100
WI125	KbC	"Keweenaw sandy loam, 6 to 15 percent slopes"	421245	Spodosols	100	Orthods	100
WI125	KbD	"Keweenaw sandy loam, 15 to 30 percent slopes"	421246	Spodosols	100	Orthods	100
WI125	KeB	"Keweenaw-Karlin complex, 0 to 6 percent slopes"	421247	Spodosols	100	Orthods	100
WI125	KeC	"Keweenaw-Karlin complex, 6 to 15 percent slopes"	421248	Spodosols	100	Orthods	100
WI125	KnD	"Keweenaw-Sayner complex, 15 to 30 percent slopes"	421249	Spodosols	100	Orthods	100
WI125	Kr	"Kinross mucky sand, 0 to 2 percent slopes"	421250	Spodosols	100	Aquods	100
WI125	Lo	"Loxley and Dawson peats, 0 to 1 percent slopes"	421251	Histosols	100	Saprists	100
WI125	MaA	"Manitowish sandy loam, 0 to 3 percent slopes"	421252	Spodosols	100	Orthods	100
WI125	MoA	"Monico silt loam, 0 to 3 percent slopes"	421253	Spodosols	95	Aquods	95
WI125	PaB	"Padus sandy loam, 0 to 6 percent slopes"	421254	Spodosols	98	Orthods	98
WI125	PaC	"Padus fine sandy loam, 6 to 15 percent slopes"	421255	Spodosols	100	Orthods	100
WI125	PaD	"Padus fine sandy loam, 15 to 25 percent slopes"	421256	Spodosols	100	Orthods	100
WI125	PeC	"Padus-Pence complex, 6 to 15 percent slopes"	421257	Spodosols	100	Orthods	100
WI125	PeD	"Padus-Pence complex, 15 to 35 percent slopes"	421258	Spodosols	100	Orthods	100
WI125	PnB	"Pence sandy loam, 0 to 6 percent slopes"	421259	Spodosols	100	Orthods	100
WI125	PnC	"Pence sandy loam, 6 to 15 percent slopes"	421260	Spodosols	100	Orthods	100
WI125	PnD	"Pence sandy loam, 15 to 25 percent slopes"	421261	Spodosols	100	Orthods	100
WI125	Pt	"Pits, gravel"	421262		100		100
WI125	RoB	"Rubicon sand, 0 to 6 percent slopes"	421263	Spodosols	95	Orthods	90
WI125	RoC	"Rubicon sand, 6 to 15 percent slopes"	421264	Spodosols	100	Orthods	100
WI125	RoD	"Rubicon sand, 15 to 30 percent slopes"	421265	Spodosols	100	Orthods	100
WI125	SaB	"Sayner-Rubicon complex, 0 to 6 percent slopes"	421266	Spodosols	100	Orthods	100
WI125	SaC	"Sayner-Rubicon complex, 6 to 15 percent slopes"	421267	Spodosols	100	Orthods	100
WI125	SaD	"Sayner-Rubicon complex, 15 to 35 percent slopes"	421268	Spodosols	100	Orthods	100
WI125	Se	"Seelyeville and Markey mucks, 0 to 1 percent slopes"	421269	Histosols	100	Saprists	100
WI125	W	Water	421270		100		100
WI125	Wv	"Worcester variant sandy loam, 0 to 2 percent slopes"	421271	Spodosols	98	Aquods	98
WI127	Ac	Adrian muck	425591	Histosols	100	Saprists	100
WI127	Am	Alluvial land	425592	Entisols	100	Fluvents	100
WI127	AzA	"Aztalan loam, 1 to 3 percent slopes"	425593	Mollisols	100	Udolls	100
WI127	BP	Borrow pit	1397464		100		100
WI127	BpB	"Boyer complex, 2 to 6 percent slopes"	425594	Alfisols	95	Udalfs	95
WI127	BpC2	"Boyer complex, 6 to 12 percent slopes, eroded"	425595	Alfisols	85	Udalfs	85
WI127	CeB2	"Casco loam, 2 to 6 percent slopes, eroded"	425596	Alfisols	85	Udalfs	85
WI127	CeC2	"Casco loam, 6 to 12 percent slopes, eroded"	425597	Alfisols	85	Udalfs	85
WI127	CeD2	"Casco loam, 12 to 20 percent slopes, eroded"	425598	Alfisols	85	Udalfs	85
WI127	CfC3	"Casco soils, 6 to 12 percent slopes, severely eroded"	425599	Alfisols	90	Udalfs	90
WI127	CfD3	"Casco soils, 12 to 20 percent slopes, severely eroded"	425600	Alfisols	90	Udalfs	90
WI127	CkD2	"Casco-Fox loams, 12 to 20 percent slopes, eroded"	425601	Alfisols	80	Udalfs	80
WI127	ClC2	"Casco-Fox silt loams, 6 to 12 percent slopes, eroded"	425602	Alfisols	80	Udalfs	80
WI127	CrD2	"Casco-Rodman complex, 12 to 20 percent slopes, eroded"	425603	Alfisols	53	Udalfs	53
WI127	CrE2	"Casco-Rodman complex, 20 to 30 percent slopes, eroded"	425604	Alfisols	45	Udalfs	45
WI127	CtB	"Chelsea fine sand, 1 to 6 percent slopes"	425605	Entisols	100	Psamments	100
WI127	CtE	"Chelsea fine sand, 6 to 30 percent slopes"	425606	Entisols	100	Psamments	100
WI127	Cw	"Colwood silt loam, 0 to 2 percent slopes"	425607	Mollisols	93	Aquolls	93
WI127	CyA	"Conover silt loam, 1 to 3 percent slopes"	425608	Alfisols	100	Aqualfs	100
WI127	DdA	"Dodge silt loam, 0 to 2 percent slopes"	425609	Alfisols	100	Udalfs	100
WI127	DdB	"Dodge silt loam, 2 to 6 percent slopes"	425610	Alfisols	100	Udalfs	100
WI127	Dt	"Drummer silt loam, gravelly substratum"	425611	Mollisols	100	Aquolls	100
WI127	EbA	"Elburn silt loam, 1 to 3 percent slopes"	425612	Mollisols	100	Udolls	100
WI127	EgA	"Elburn silt loam, gravelly substratum, 1 to 3 percent slopes"	425613	Mollisols	100	Udolls	100
WI127	FgA	"Flagg silt loam, 0 to 2 percent slopes"	425614	Alfisols	100	Udalfs	100
WI127	FgB	"Flagg silt loam, 2 to 6 percent slopes"	425615	Alfisols	100	Udalfs	100
WI127	FlA	"Flagg silt loam, mottled subsoil variant, 0 to 3 percent slopes"	425616	Alfisols	100	Udalfs	100
WI127	FmB	"Fox sandy loam, 1 to 6 percent slopes"	425617	Alfisols	100	Udalfs	100
WI127	FmC2	"Fox sandy loam, 6 to 12 percent slopes, eroded"	425618	Alfisols	100	Udalfs	100
WI127	FoB	"Fox loam, 2 to 6 percent slopes"	425619	Alfisols	100	Udalfs	100
WI127	FoC2	"Fox loam, 6 to 12 percent slopes, eroded"	425620	Alfisols	100	Udalfs	100
WI127	FsA	"Fox silt loam, 0 to 2 percent slopes"	425621	Alfisols	100	Udalfs	100
WI127	FsB	"Fox silt loam, 2 to 6 percent slopes"	425622	Alfisols	100	Udalfs	100
WI127	FsC2	"Fox silt loam, 6 to 12 percent slopes, eroded"	425623	Alfisols	100	Udalfs	100
WI127	GP	Gravel pit	1397465		100		100
WI127	GsB	"Griswold loam, 2 to 6 percent slopes"	425624	Mollisols	100	Udolls	100
WI127	GsC2	"Griswold loam, 6 to 12 percent slopes, eroded"	425625	Mollisols	100	Udolls	100
WI127	GsD2	"Griswold loam, 12 to 20 percent slopes, eroded"	425626	Mollisols	100	Udolls	100
WI127	GwA	"Griswold silt loam, mottled subsoil variant, 0 to 3 percent slopes"	425627	Mollisols	100	Udolls	100
WI127	HeB	"Hebron loam, 1 to 6 percent slopes"	425628	Alfisols	100	Udalfs	100
WI127	HfE	"Hennepin-Miami loams, sandy loam substratum, 20 to 35 percent slopes"	425629	Inceptisols	50	Udepts	50
WI127	Ht	Houghton muck	425630	Histosols	100	Saprists	100
WI127	JuA	"Juneau silt loam, 1 to 3 percent slopes"	425631	Entisols	100	Fluvents	100
WI127	KlA	"Kendall silt loam, 1 to 3 percent slopes"	425632	Alfisols	100	Aqualfs	100
WI127	KwB	"Knowles silt loam, 1 to 6 percent slopes"	425633	Alfisols	100	Udalfs	100
WI127	KyA	"Knowles silt loam, mottled subsoil variant, 0 to 2 percent slopes"	425634	Alfisols	100	Udalfs	100
WI127	LDF	Landfill	1397466		100		100
WI127	LyB	"Lorenzo loam, 2 to 6 percent slopes"	425635	Mollisols	100	Udolls	100
WI127	LyC2	"Lorenzo loam, 6 to 12 percent slopes, eroded"	425636	Mollisols	100	Udolls	100
WI127	LzD2	"Lorenzo-Rodman complex, 12 to 20 percent slopes, eroded"	425637	Mollisols	80	Udolls	80
WI127	M-W	Miscellaneous water	1397467		100		100
WI127	MDL	Made land	1397468		100		100
WI127	Mf	Marsh	425638	Histosols	100	Saprists	100
WI127	MgA	"Martinton silt loam, 1 to 3 percent slopes"	425639	Mollisols	100	Udolls	100
WI127	MmA	"Matherton silt loam, 1 to 3 percent slopes"	425640	Alfisols	100	Aqualfs	100
WI127	MpB	"McHenry silt loam, 2 to 6 percent slopes"	425641	Alfisols	100	Udalfs	100
WI127	MpB2	"McHenry silt loam, 2 to 6 percent slopes, eroded"	425642	Alfisols	100	Udalfs	100
WI127	MpC	"McHenry silt loam, 6 to 12 percent slopes"	425643	Alfisols	100	Udalfs	100
WI127	MpC2	"McHenry silt loam, 6 to 12 percent slopes, eroded"	425644	Alfisols	100	Udalfs	100
WI127	MuA	"Metea loamy fine sand, 0 to 2 percent slopes"	425645	Alfisols	100	Udalfs	100
WI127	MuB	"Metea loamy fine sand, 2 to 6 percent slopes"	425646	Alfisols	100	Udalfs	100
WI127	MvB	"Miami sandy loam, sandy loam substratum, 2 to 6 percent slopes"	425647	Alfisols	100	Udalfs	100
WI127	MwC2	"Miami loam, 6 to 12 percent slopes, eroded"	425648	Alfisols	100	Udalfs	100
WI127	MwD2	"Miami loam, 12 to 20 percent slopes, eroded"	425649	Alfisols	100	Udalfs	100
WI127	MxB	"Miami loam, sandy loam substratum, 2 to 6 percent slopes"	425650	Alfisols	100	Udalfs	100
WI127	MxC2	"Miami loam, sandy loam substratum, 6 to 12 percent slopes, eroded"	425651	Alfisols	100	Udalfs	100
WI127	MxD2	"Miami loam, sandy loam substratum, 12 to 20 percent slopes, eroded"	425652	Alfisols	100	Udalfs	100
WI127	MxE2	"Miami loam, sandy loam substratum, 20 to 35 percent slopes, eroded"	425653	Alfisols	100	Udalfs	100
WI127	MyA	"Miami silt loam, 0 to 2 percent slopes"	425654	Alfisols	100	Udalfs	100
WI127	MyB	"Miami silt loam, 2 to 6 percent slopes"	425655	Alfisols	100	Udalfs	100
WI127	MyC	"Miami silt loam, 6 to 12 percent slopes"	425656	Alfisols	100	Udalfs	100
WI127	MyC2	"Miami silt loam, 6 to 12 percent slopes, eroded"	425657	Alfisols	100	Udalfs	100
WI127	MzfA	"Mundelein silt loam, 1 to 3 percent slopes"	425658	Mollisols	100	Udolls	100
WI127	Na	Navan silt loam	425659	Mollisols	100	Aquolls	100
WI127	Pa	"Palms muck, 0 to 2 percent slopes"	425660	Histosols	87	Saprists	87
WI127	PeA	"Pecatonica silt loam, 0 to 2 percent slopes"	425661	Alfisols	100	Udalfs	100
WI127	PeB	"Pecatonica silt loam, 2 to 6 percent slopes"	425662	Alfisols	100	Udalfs	100
WI127	Ph	"Pella silt loam, 0 to 2 percent slopes"	425663	Mollisols	85	Aquolls	85
WI127	PsA	"Plano silt loam, till substratum,  0 to 2 percent slopes"	425664	Mollisols	90	Udolls	90
WI127	PsB	"Plano silt loam, till substratum,  2 to 6 percent slopes"	425665	Mollisols	85	Udolls	85
WI127	PsC	"Plano silt loam, till substratum, 6 to 12 percent slopes, eroded"	425666	Mollisols	90	Udolls	90
WI127	PtA	"Plano silt loam, gravelly substratum, 0 to 2 percent slopes"	425667	Mollisols	85	Udolls	85
WI127	PtB	"Plano silt loam, gravelly substratum, 2 to 6 percent slopes"	425668	Mollisols	85	Udolls	85
WI127	PtC2	"Plano silt loam, gravelly substratum, 6 to 12 percent slopes, eroded"	425669	Mollisols	100	Udolls	100
WI127	QUA	Quarry	1397469		100		100
WI127	RaA	"Radford silt loam, 0 to 3 percent slopes"	425670	Mollisols	100	Udolls	100
WI127	RsF	"Rodman-Casco complex, 30 to 45 percent slopes"	425671	Mollisols	70	Udolls	70
WI127	Ru	"Rollin muck, deep"	425672	Histosols	100	Saprists	100
WI127	Rv	"Rollin muck, shallow"	425673	Histosols	100	Saprists	100
WI127	ScA	"St. Charles silt loam, 0 to 2 percent slopes"	425674	Alfisols	90	Udalfs	90
WI127	ScB	"St. Charles silt loam, 2 to 6 percent slopes"	425675	Alfisols	85	Udalfs	85
WI127	SeA	"St. Charles silt loam, gravelly subtratum, 0 to 2 percent slopes"	425676	Alfisols	90	Udalfs	90
WI127	SeB	"St. Charles silt loam, gravelly subtratum, 2 to 6 percent slopes"	425677	Alfisols	95	Udalfs	95
WI127	Sfb	Sandy lake beaches	425678		100		100
WI127	ShA	"Saylesville silt loam, 0 to 2 percent slopes"	425679	Alfisols	100	Udalfs	100
WI127	ShB	"Saylesville silt loam, 2 to 6 percent slopes"	425680	Alfisols	100	Udalfs	100
WI127	Sm	Sebewa silt loam	425681	Mollisols	100	Aquolls	100
WI127	TxA	"Troxel silt loam, 0 to 3 percent slopes"	425682	Mollisols	100	Udolls	100
WI127	W	Water	425683		100		100
WI127	Wa	Wallkill silt loam	425684	Inceptisols	100	Aquepts	100
WI127	WeA	"Warsaw loam, 0 to 2 percent slopes"	425685	Mollisols	100	Udolls	100
WI127	WhA	"Warsaw silt loam, 0 to 2 percent slopes"	425686	Mollisols	100	Udolls	100
WI127	WhB	"Warsaw silt loam, 2 to 6 percent slopes"	425687	Mollisols	100	Udolls	100
WI127	WhC2	"Warsaw silt loam, 6 to 12 percent slopes, eroded"	425688	Mollisols	100	Udolls	100
WI127	WvB2	"Westville silt loam, 2 to 6 percent slopes, eroded"	425689	Alfisols	100	Udalfs	100
WI127	WvC2	"Westville silt loam, 6 to 12 percent slopes, eroded"	425690	Alfisols	100	Udalfs	100
WI127	Ww	Wet alluvial land	425691	Mollisols	100	Aquolls	100
WI129	100B	"Menahga sand, 0 to 6 percent slopes"	435475	Entisols	100	Psamments	100
